Country,Indicator,Year,Value
Portugal,Urban population(% of total population),2015,63.5
Portugal,Urban population(% of total population),2021,65.8b
Portugal,"Fertility rate, totall(live births per woman)",2010,1.4
Portugal,"Fertility rate, totall(live births per woman)",2015,1.3
Portugal,"Fertility rate, totall(live births per woman)",2021,1.3d
Portugal,"Population age distribution(0-14/60+ years old, %)",2010,15.0 /       24.7
Portugal,"Population age distribution(0-14/60+ years old, %)",2015,14.1 /       27.0
Portugal,"Population age distribution(0-14/60+ years old, %)",2021,12.9 /       29.8a
Portugal,Refugees and others of concern to UNHCR(000),2010,0.5m
Portugal,Refugees and others of concern to UNHCR(000),2015,1.4
Portugal,Refugees and others of concern to UNHCR(000),2021,2.8d
Portugal,Health: Current expenditure(% of GDP),2010,9.8
Portugal,Health: Current expenditure(% of GDP),2015,9
Portugal,Health: Current expenditure(% of GDP),2021,9.4n
Portugal,Education: Government expenditure(% of GDP),2010,5.4
Portugal,Education: Government expenditure(% of GDP),2015,4.9
Portugal,Education: Government expenditure(% of GDP),2021,5o
Portugal,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,108.3 /      105.3
Portugal,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,116.9 /      120.6
Portugal,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,120.6 /      121.1n
Portugal,Intentional homicide rate(per 100 000 pop.),2010,1.2
Portugal,Intentional homicide rate(per 100 000 pop.),2015,1
Portugal,Intentional homicide rate(per 100 000 pop.),2021,0.8n
Puerto Rico,Population growth ratei(average annual %),2010,-0.3
Puerto Rico,Population growth ratei(average annual %),2015,-1.1
Puerto Rico,Population growth ratei(average annual %),2021,-3.3f
Puerto Rico,Urban population growth ratei(average annual %),2010,-0.3
Puerto Rico,Urban population growth ratei(average annual %),2015,-0.3
Puerto Rico,Urban population growth ratei(average annual %),2021,...
Puerto Rico,"Life expectancy at birthi(females/males, years)",2010,81.8 /       74.0
Puerto Rico,"Life expectancy at birthi(females/males, years)",2015,82.7 /       75.4
Puerto Rico,"Life expectancy at birthi(females/males, years)",2021,83.3 /       76.2f
Puerto Rico,International migrant stock(000/% of total pop.),2010,305.0 /        8.5
Puerto Rico,International migrant stock(000/% of total pop.),2015,280.5 /        8.3
Puerto Rico,International migrant stock(000/% of total pop.),2021,247.1 /        8.6f
Puerto Rico,Infant mortality ratei(per 1 000 live births),2010,7.2
Puerto Rico,Infant mortality ratei(per 1 000 live births),2015,6.4
Puerto Rico,Infant mortality ratei(per 1 000 live births),2021,5.5f
Puerto Rico,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,99.3 /       95.7
Puerto Rico,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,91.6 /       90.2k
Puerto Rico,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Puerto Rico,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,81.1 /       75.0
Puerto Rico,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,83.8 /       76.2k
Puerto Rico,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Puerto Rico,Urban population(% of total population),2010,93.8
Puerto Rico,Urban population(% of total population),2015,93.6
Puerto Rico,Urban population(% of total population),2021,93.6b
Puerto Rico,"Fertility rate, totali(live births per woman)",2010,1.7
Puerto Rico,"Fertility rate, totali(live births per woman)",2015,1.5
Puerto Rico,"Fertility rate, totali(live births per woman)",2021,1.2f
Puerto Rico,"Population age distribution(0-14/60+ years old, %)",2010,20.6 /       18.3
Puerto Rico,"Population age distribution(0-14/60+ years old, %)",2015,18.6 /       21.3
Puerto Rico,"Population age distribution(0-14/60+ years old, %)",2021,14.9 /       28.2a
Puerto Rico,Education: Government expenditure(% of GDP),2010,...
Puerto Rico,Education: Government expenditure(% of GDP),2015,6.1j
Puerto Rico,Education: Government expenditure(% of GDP),2021,...
Puerto Rico,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,88.3 /       83.6
Puerto Rico,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,89.8 /       83.5k
Puerto Rico,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Puerto Rico,Intentional homicide rate(per 100 000 pop.),2010,28.8
Puerto Rico,Intentional homicide rate(per 100 000 pop.),2015,18.2
Puerto Rico,Intentional homicide rate(per 100 000 pop.),2021,21.1l
Qatar,Population growth ratei(average annual %),2010,15.3
Qatar,Population growth ratei(average annual %),2015,6.5
Qatar,Population growth ratei(average annual %),2021,2.3d
Qatar,Urban population growth ratei(average annual %),2010,14.7
Qatar,Urban population growth ratei(average annual %),2015,6.7
Qatar,Urban population growth ratei(average annual %),2021,...
Qatar,"Life expectancy at birthi(females/males, years)",2010,80.3 /       77.6
Qatar,"Life expectancy at birthi(females/males, years)",2015,81.1 /       78.3
Qatar,"Life expectancy at birthi(females/males, years)",2021,81.8 /       78.9d
Qatar,International migrant stockj(000/% of total pop.),2010,1 456.4 /       78.5
Qatar,International migrant stockj(000/% of total pop.),2015,1 687.6 /       65.8
Qatar,International migrant stockj(000/% of total pop.),2021,2 226.2 /       77.3d
Qatar,Infant mortality ratei(per 1 000 live births),2010,8.3
Qatar,Infant mortality ratei(per 1 000 live births),2015,7.3
Qatar,Infant mortality ratei(per 1 000 live births),2021,6.3d
Qatar,Health: Physicians(per 1 000 pop.),2010,3.7
Qatar,Health: Physicians(per 1 000 pop.),2015,1.7m
Qatar,Health: Physicians(per 1 000 pop.),2021,2.5l
Qatar,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,104.4 /      100.9
Qatar,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,103.0 /      102.2
Qatar,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,105.1 /      102.1b
Qatar,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,100.9 /      100.3
Qatar,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,... / ...
Qatar,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Qatar,Seats held by women in national parliaments(%),2010,0
Qatar,Seats held by women in national parliaments(%),2015,0
Qatar,Seats held by women in national parliaments(%),2021,9.8n
Qatar,Urban population(% of total population),2010,98.5
Qatar,Urban population(% of total population),2015,98.9
Qatar,Urban population(% of total population),2021,99.2b
Qatar,"Fertility rate, totali(live births per woman)",2010,2.2
Qatar,"Fertility rate, totali(live births per woman)",2015,2
Qatar,"Fertility rate, totali(live births per woman)",2021,1.9d
Qatar,"Population age distribution(0-14/60+ years old, %)",2010,12.9 /        1.6
Qatar,"Population age distribution(0-14/60+ years old, %)",2015,13.4 /        2.2
Qatar,"Population age distribution(0-14/60+ years old, %)",2021,13.7 /        3.9a
Qatar,Refugees and others of concern to UNHCR(000),2010,1.3k
Qatar,Refugees and others of concern to UNHCR(000),2015,1.4
Qatar,Refugees and others of concern to UNHCR(000),2021,1.5d
Qatar,Health: Current expenditure(% of GDP),2010,1.8
Qatar,Health: Current expenditure(% of GDP),2015,3.2
Qatar,Health: Current expenditure(% of GDP),2021,2.5l
Qatar,Education: Government expenditure(% of GDP),2010,4.5
Qatar,Education: Government expenditure(% of GDP),2015,3.6m
Qatar,Education: Government expenditure(% of GDP),2021,2.7b
Qatar,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,102.7 /      108.3
Qatar,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,... / ...
Qatar,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,... / ...
Qatar,Intentional homicide rate(per 100 000 pop.),2010,0.2
Qatar,Intentional homicide rate(per 100 000 pop.),2015,0.4m
Qatar,Intentional homicide rate(per 100 000 pop.),2021,...
Republic of Korea,Population growth ratek(average annual %),2010,0.3
Republic of Korea,Population growth ratek(average annual %),2015,0.5
Republic of Korea,Population growth ratek(average annual %),2021,0.2d
Republic of Korea,Urban population growth ratek(average annual %),2010,0.5
Republic of Korea,Urban population growth ratek(average annual %),2015,0.3
Republic of Korea,Urban population growth ratek(average annual %),2021,...
Republic of Korea,"Life expectancy at birthk(females/males, years)",2010,82.7 /       76.0
Republic of Korea,"Life expectancy at birthk(females/males, years)",2015,84.4 /       77.9
Republic of Korea,"Life expectancy at birthk(females/males, years)",2021,85.7 /       79.6d
Republic of Korea,"International migrant stockl,m(000/% of total pop.)",2010,920.0 /        1.9
Republic of Korea,"International migrant stockl,m(000/% of total pop.)",2015,1 370.9 /        2.7
Republic of Korea,"International migrant stockl,m(000/% of total pop.)",2021,1 728.2 /        3.4d
Republic of Korea,Infant mortality ratek(per 1 000 live births),2010,3.5
Republic of Korea,Infant mortality ratek(per 1 000 live births),2015,3
Republic of Korea,Infant mortality ratek(per 1 000 live births),2021,2.1d
Republic of Korea,Health: Physicians(per 1 000 pop.),2010,2
Republic of Korea,Health: Physicians(per 1 000 pop.),2015,2.2
Republic of Korea,Health: Physicians(per 1 000 pop.),2021,2.4o
Republic of Korea,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,101.8 /      101.7
Republic of Korea,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,98.7 /       98.9
Republic of Korea,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,99.5 /       99.7o
Republic of Korea,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,92.2 /       93.0
Republic of Korea,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,96.6 /       97.1
Republic of Korea,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,99.8 /      100.8o
Republic of Korea,Seats held by women in national parliaments(%),2010,14.7
Republic of Korea,Seats held by women in national parliaments(%),2015,16.3
Republic of Korea,Seats held by women in national parliaments(%),2021,19q
Republic of Korea,Urban population(% of total population),2010,81.9
Republic of Korea,Urban population(% of total population),2015,81.6
Republic of Korea,Urban population(% of total population),2021,81.4b
Republic of Korea,"Fertility rate, totalk(live births per woman)",2010,1.2
Republic of Korea,"Fertility rate, totalk(live births per woman)",2015,1.2
Republic of Korea,"Fertility rate, totalk(live births per woman)",2021,1.1d
Republic of Korea,"Population age distribution(0-14/60+ years old, %)",2010,16.1 /       15.3
Republic of Korea,"Population age distribution(0-14/60+ years old, %)",2015,13.8 /       18.3
Republic of Korea,"Population age distribution(0-14/60+ years old, %)",2021,12.3 /       24.2a
Republic of Korea,Refugees and others of concern to UNHCR(000),2010,1.2n
Republic of Korea,Refugees and others of concern to UNHCR(000),2015,6.6
Republic of Korea,Refugees and others of concern to UNHCR(000),2021,28.9d
Republic of Korea,Health: Current expenditure(% of GDP),2010,5.9
Republic of Korea,Health: Current expenditure(% of GDP),2015,6.7
Republic of Korea,Health: Current expenditure(% of GDP),2021,7.6o
Republic of Korea,Education: Government expenditure(% of GDP),2010,...
Republic of Korea,Education: Government expenditure(% of GDP),2015,...
Republic of Korea,Education: Government expenditure(% of GDP),2021,4.6p
Republic of Korea,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,96.1 /       96.6
Republic of Korea,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,99.7 /      100.3
Republic of Korea,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,98.1 /       98.8o
Republic of Korea,Intentional homicide rate(per 100 000 pop.),2010,1
Republic of Korea,Intentional homicide rate(per 100 000 pop.),2015,0.7
Republic of Korea,Intentional homicide rate(per 100 000 pop.),2021,0.6o
Republic of Moldova,"Population growth ratea,l(average annual %)",2010,-0.4
Republic of Moldova,"Population growth ratea,l(average annual %)",2015,-0.1
Republic of Moldova,"Population growth ratea,l(average annual %)",2021,-0.2d
Republic of Moldova,"Urban population growth ratea,l(average annual %)",2010,-0.4
Republic of Moldova,"Urban population growth ratea,l(average annual %)",2015,-0.2
Republic of Moldova,"Urban population growth ratea,l(average annual %)",2021,...
Republic of Moldova,"Life expectancy at birtha,l(females/males, years)",2010,72.1 /       64.4
Republic of Moldova,"Life expectancy at birtha,l(females/males, years)",2015,75.2 /       66.7
Republic of Moldova,"Life expectancy at birtha,l(females/males, years)",2021,75.9 /       67.4d
Republic of Moldova,International migrant stocka(000/% of total pop.),2010,129.5 /        3.2
Republic of Moldova,International migrant stocka(000/% of total pop.),2015,106.4 /        2.6
Republic of Moldova,International migrant stocka(000/% of total pop.),2021,104.4 /        2.6d
Republic of Moldova,"Infant mortality ratea,l(per 1 000 live births)",2010,15.6
Republic of Moldova,"Infant mortality ratea,l(per 1 000 live births)",2015,14.2
Republic of Moldova,"Infant mortality ratea,l(per 1 000 live births)",2021,12.4d
Republic of Moldova,Health: Physicians(per 1 000 pop.),2010,2.4
Republic of Moldova,Health: Physicians(per 1 000 pop.),2015,2.5
Republic of Moldova,Health: Physicians(per 1 000 pop.),2021,2.6c
Republic of Moldova,Education: Primary gross enrol. ratioi(f/m per 100 pop.),2010,93.3 /       93.7
Republic of Moldova,Education: Primary gross enrol. ratioi(f/m per 100 pop.),2015,91.9 /       92.9
Republic of Moldova,Education: Primary gross enrol. ratioi(f/m per 100 pop.),2021,88.3 /       90.7c
Republic of Moldova,Education: Upper secondary gross enrol. ratioi(f/m per 100 pop.),2010,90.7 /       81.9
Republic of Moldova,Education: Upper secondary gross enrol. ratioi(f/m per 100 pop.),2015,86.0 /       83.2
Republic of Moldova,Education: Upper secondary gross enrol. ratioi(f/m per 100 pop.),2021,87.9 /       88.2c
Republic of Moldova,Seats held by women in national parliaments(%),2010,23.8
Republic of Moldova,Seats held by women in national parliaments(%),2015,20.8
Republic of Moldova,Seats held by women in national parliaments(%),2021,24.8p
Republic of Moldova,Urban populationa(% of total population),2010,42.6
Republic of Moldova,Urban populationa(% of total population),2015,42.5
Republic of Moldova,Urban populationa(% of total population),2021,42.7c
Republic of Moldova,"Fertility rate, totala,l(live births per woman)",2010,1.3
Republic of Moldova,"Fertility rate, totala,l(live births per woman)",2015,1.3
Republic of Moldova,"Fertility rate, totala,l(live births per woman)",2021,1.3d
Republic of Moldova,"Population age distributiona(0-14/60+ years old, %)",2010,16.5 /       14.1
Republic of Moldova,"Population age distributiona(0-14/60+ years old, %)",2015,15.8 /       16.5
Republic of Moldova,"Population age distributiona(0-14/60+ years old, %)",2021,15.8 /       19.5b
Republic of Moldova,Refugees and others of concern to UNHCR(000),2010,2.3m
Republic of Moldova,Refugees and others of concern to UNHCR(000),2015,6.8
Republic of Moldova,Refugees and others of concern to UNHCR(000),2021,3.9d
Republic of Moldova,Health: Current expenditure(% of GDP),2010,10.1
Republic of Moldova,Health: Current expenditure(% of GDP),2015,8.6
Republic of Moldova,Health: Current expenditure(% of GDP),2021,6.6n
Republic of Moldova,Education: Government expenditure(% of GDP),2010,7.6
Republic of Moldova,Education: Government expenditure(% of GDP),2015,6.3o
Republic of Moldova,Education: Government expenditure(% of GDP),2021,6.1c
Republic of Moldova,Education: Secondary gross enrol. ratioi(f/m per 100 pop.),2010,89.0 /       87.0
Republic of Moldova,Education: Secondary gross enrol. ratioi(f/m per 100 pop.),2015,86.5 /       85.8
Republic of Moldova,Education: Secondary gross enrol. ratioi(f/m per 100 pop.),2021,85.7 /       87.0c
Republic of Moldova,Intentional homicide rate(per 100 000 pop.),2010,6.5
Republic of Moldova,Intentional homicide rate(per 100 000 pop.),2015,4.6
Republic of Moldova,Intentional homicide rate(per 100 000 pop.),2021,4.1n
Romania,Population growth ratek(average annual %),2010,-0.9
Romania,Population growth ratek(average annual %),2015,-0.5
Romania,Population growth ratek(average annual %),2021,-0.7c
Romania,Urban population growth ratek(average annual %),2010,-0.7
Romania,Urban population growth ratek(average annual %),2015,-0.5
Romania,Urban population growth ratek(average annual %),2021,...
Romania,"Life expectancy at birthk(females/males, years)",2010,76.7 /       69.5
Romania,"Life expectancy at birthk(females/males, years)",2015,78.4 /       71.5
Romania,"Life expectancy at birthk(females/males, years)",2021,79.3 /       72.4c
Romania,International migrant stock(000/% of total pop.),2010,177.2 /        0.9
Romania,International migrant stock(000/% of total pop.),2015,281.0 /        1.4
Romania,International migrant stock(000/% of total pop.),2021,705.3 /        3.7c
Romania,Infant mortality ratek(per 1 000 live births),2010,12
Romania,Infant mortality ratek(per 1 000 live births),2015,8.4
Romania,Infant mortality ratek(per 1 000 live births),2021,6.7c
Romania,Health: Physicians(per 1 000 pop.),2010,2.5
Romania,Health: Physicians(per 1 000 pop.),2015,2.6o
Romania,Health: Physicians(per 1 000 pop.),2021,3p
Romania,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,99.1 /      100.8
Romania,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,88.5 /       89.8
Romania,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,86.9 /       87.7n
Romania,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,97.1 /       97.7
Romania,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,91.0 /       89.1
Romania,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,90.8 /       88.3n
Romania,Seats held by women in national parliaments(%),2010,11.4
Romania,Seats held by women in national parliaments(%),2015,13.7
Romania,Seats held by women in national parliaments(%),2021,18.5q
Romania,Urban population(% of total population),2010,53.8
Romania,Urban population(% of total population),2015,53.9
Romania,Urban population(% of total population),2021,54.1b
Romania,"Fertility rate, totalk(live births per woman)",2010,1.5
Romania,"Fertility rate, totalk(live births per woman)",2015,1.5
Romania,"Fertility rate, totalk(live births per woman)",2021,1.6c
Romania,"Population age distribution(0-14/60+ years old, %)",2010,15.8 /       21.3
Romania,"Population age distribution(0-14/60+ years old, %)",2015,15.5 /       23.8
Romania,"Population age distribution(0-14/60+ years old, %)",2021,15.5 /       26.0a
Romania,Refugees and others of concern to UNHCR(000),2010,1.7l
Romania,Refugees and others of concern to UNHCR(000),2015,2.9
Romania,Refugees and others of concern to UNHCR(000),2021,4.3c
Romania,Health: Current expenditurem(% of GDP),2010,5.8
Romania,Health: Current expenditurem(% of GDP),2015,4.9
Romania,Health: Current expenditurem(% of GDP),2021,5.6n
Romania,Education: Government expenditure(% of GDP),2010,3.5
Romania,Education: Government expenditure(% of GDP),2015,3.1
Romania,Education: Government expenditure(% of GDP),2021,3.1p
Romania,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,97.2 /       98.1
Romania,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,92.9 /       92.9
Romania,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,89.2 /       89.0n
Romania,Intentional homicide rate(per 100 000 pop.),2010,1.3
Romania,Intentional homicide rate(per 100 000 pop.),2015,1.7
Romania,Intentional homicide rate(per 100 000 pop.),2021,1.3n
Russian Federation,Population growth ratef(average annual %),2010,-~0.0
Russian Federation,Population growth ratef(average annual %),2015,0.2
Russian Federation,Population growth ratef(average annual %),2021,0.1c
Russian Federation,Urban population growth ratef(average annual %),2010,-~0.0
Russian Federation,Urban population growth ratef(average annual %),2015,0.2
Russian Federation,Urban population growth ratef(average annual %),2021,...
Russian Federation,"Life expectancy at birthf(females/males, years)",2010,73.7 /       61.0
Russian Federation,"Life expectancy at birthf(females/males, years)",2015,76.0 /       64.6
Russian Federation,"Life expectancy at birthf(females/males, years)",2021,77.5 /       66.8c
Russian Federation,International migrant stock(000/% of total pop.),2010,11 194.7 /        7.8
Russian Federation,International migrant stock(000/% of total pop.),2015,11 643.3 /        8.0
Russian Federation,International migrant stock(000/% of total pop.),2021,11 636.9 /        8.0c
Russian Federation,Infant mortality ratef(per 1 000 live births),2010,10.7
Russian Federation,Infant mortality ratef(per 1 000 live births),2015,8.3
Russian Federation,Infant mortality ratef(per 1 000 live births),2021,5.8c
Russian Federation,Health: Physicians(per 1 000 pop.),2010,7.2
Russian Federation,Health: Physicians(per 1 000 pop.),2015,4.2
Russian Federation,Health: Physicians(per 1 000 pop.),2021,4.4h
Russian Federation,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,99.6 /       99.1k
Russian Federation,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,99.5 /       98.7
Russian Federation,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,104.1 /      105.2h
Russian Federation,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,78.3 /       85.9k
Russian Federation,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,104.2 /      115.3
Russian Federation,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,105.9 /      115.1h
Russian Federation,Seats held by women in national parliaments(%),2010,14
Russian Federation,Seats held by women in national parliaments(%),2015,13.6
Russian Federation,Seats held by women in national parliaments(%),2021,15.8l
Russian Federation,Urban population(% of total population),2010,73.7
Russian Federation,Urban population(% of total population),2015,74
Russian Federation,Urban population(% of total population),2021,74.6b
Russian Federation,"Fertility rate, totalf(live births per woman)",2010,1.5
Russian Federation,"Fertility rate, totalf(live births per woman)",2015,1.7
Russian Federation,"Fertility rate, totalf(live births per woman)",2021,1.8c
Russian Federation,"Population age distribution(0-14/60+ years old, %)",2010,14.9 /       18.0
Russian Federation,"Population age distribution(0-14/60+ years old, %)",2015,16.9 /       20.0
Russian Federation,"Population age distribution(0-14/60+ years old, %)",2021,18.5 /       22.9a
Russian Federation,Refugees and others of concern to UNHCR(000),2010,132.6g
Russian Federation,Refugees and others of concern to UNHCR(000),2015,431.2
Russian Federation,Refugees and others of concern to UNHCR(000),2021,93.5c
Russian Federation,Health: Current expenditure(% of GDP),2010,5
Russian Federation,Health: Current expenditure(% of GDP),2015,5.3
Russian Federation,Health: Current expenditure(% of GDP),2021,5.3h
Russian Federation,Education: Government expenditure(% of GDP),2010,4.1i
Russian Federation,Education: Government expenditure(% of GDP),2015,3.8
Russian Federation,Education: Government expenditure(% of GDP),2021,4.7j
Russian Federation,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,84.1 /       85.4k
Russian Federation,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,101.0 /      103.4
Russian Federation,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,102.2 /      105.3h
Russian Federation,Intentional homicide rate(per 100 000 pop.),2010,11.6
Russian Federation,Intentional homicide rate(per 100 000 pop.),2015,11.5
Russian Federation,Intentional homicide rate(per 100 000 pop.),2021,8.2h
Rwanda,Population growth ratek(average annual %),2010,2.5
Rwanda,Population growth ratek(average annual %),2015,2.5
Rwanda,Population growth ratek(average annual %),2021,2.6c
Rwanda,Urban population growth ratek(average annual %),2010,2.6
Rwanda,Urban population growth ratek(average annual %),2015,2.6
Rwanda,Urban population growth ratek(average annual %),2021,...
Rwanda,"Life expectancy at birthk(females/males, years)",2010,61.5 /       58.5
Rwanda,"Life expectancy at birthk(females/males, years)",2015,67.6 /       63.8
Rwanda,"Life expectancy at birthk(females/males, years)",2021,70.5 /       66.3c
Rwanda,International migrant stockl(000/% of total pop.),2010,426.9 /        4.3
Rwanda,International migrant stockl(000/% of total pop.),2015,514.6 /        4.5
Rwanda,International migrant stockl(000/% of total pop.),2021,513.9 /        4.0c
Rwanda,Infant mortality ratek(per 1 000 live births),2010,62.7
Rwanda,Infant mortality ratek(per 1 000 live births),2015,39.4
Rwanda,Infant mortality ratek(per 1 000 live births),2021,29.2c
Rwanda,Health: Physicians(per 1 000 pop.),2010,...
Rwanda,Health: Physicians(per 1 000 pop.),2015,0.1
Rwanda,Health: Physicians(per 1 000 pop.),2021,0.1b
Rwanda,Education: Primary gross enrol. ratio(f/m per 100 pop.),2010,150.1 /      146.4
Rwanda,Education: Primary gross enrol. ratio(f/m per 100 pop.),2015,140.6 /      138.7
Rwanda,Education: Primary gross enrol. ratio(f/m per 100 pop.),2021,130.0 /      132.7b
Rwanda,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2010,18.4 /       20.6
Rwanda,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2015,32.1 /       31.9
Rwanda,Education: Upper secondary gross enrol. ratio(f/m per 100 pop.),2021,32.5 /       31.0b
Rwanda,Seats held by women in national parliaments(%),2010,56.2
Rwanda,Seats held by women in national parliaments(%),2015,63.8
Rwanda,Seats held by women in national parliaments(%),2021,61.3q
Rwanda,Urban population(% of total population),2010,16.9
Rwanda,Urban population(% of total population),2015,17
Rwanda,Urban population(% of total population),2021,17.3b
Rwanda,"Fertility rate, totalk(live births per woman)",2010,4.8
Rwanda,"Fertility rate, totalk(live births per woman)",2015,4.2
Rwanda,"Fertility rate, totalk(live births per woman)",2021,4.1c
Rwanda,"Population age distribution(0-14/60+ years old, %)",2010,41.5 /        4.1
Rwanda,"Population age distribution(0-14/60+ years old, %)",2015,40.6 /        4.5
Rwanda,"Population age distribution(0-14/60+ years old, %)",2021,39.2 /        5.3a
Rwanda,Refugees and others of concern to UNHCR(000),2010,55.7m
Rwanda,Refugees and others of concern to UNHCR(000),2015,135.6
Rwanda,Refugees and others of concern to UNHCR(000),2021,150.5c
Rwanda,Health: Current expendituren(% of GDP),2010,8.5
Rwanda,Health: Current expendituren(% of GDP),2015,6.9o
Rwanda,Health: Current expendituren(% of GDP),2021,7.5p
Rwanda,Education: Government expenditure(% of GDP),2010,4.6
Rwanda,Education: Government expenditure(% of GDP),2015,3.6h
Rwanda,Education: Government expenditure(% of GDP),2021,3.1p
Rwanda,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2010,31.6 /       31.6
Rwanda,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2015,39.4 /       36.3
Rwanda,Education: Secondary gross enrol. ratio(f/m per 100 pop.),2021,47.0 /       41.6b
Rwanda,Intentional homicide rate(per 100 000 pop.),2010,2.9
Rwanda,Intentional homicide rate(per 100 000 pop.),2015,2.6
Rwanda,Intentional homicide rate(per 100 000 pop.),2021,...
Réunion,Population growth ratel(average annual %),2010,1
Réunion,Population growth ratel(average annual %),2015,0.8
Réunion,Population growth ratel(average annual %),2021,0.7d
Réunion,Urban population growth ratel(average annual %),2010,1.4
Réunion,Urban population growth ratel(average annual %),2015,0.9
Réunion,Urban population growth ratel(average annual %),2021,...
Réunion,"Life expectancy at birthl(females/males, years)",2010,81.9 /       74.5
Réunion,"Life expectancy at birthl(females/males, years)",2015,82.9 /       76.0
Réunion,"Life expectancy at birthl(females/males, years)",2021,83.8 /       77.3d
Réunion,International migrant stock(000/% of total pop.),2010,123.0 /       14.8
Réunion,International migrant stock(000/% of total pop.),2015,127.2 /       14.7
Réunion,International migrant stock(000/% of total pop.),2021,131.8 /       14.7d
Réunion,Infant mortality ratel(per 1 000 live births),2010,5.6
Réunion,Infant mortality ratel(per 1 000 live births),2015,4.2
Réunion,Infant mortality ratel(per 1 000 live births),2021,2.7d
Réunion,Urban population(% of total population),2010,98.5
Réunion,Urban population(% of total population),2015,99.3
Réunion,Urban population(% of total population),2021,99.6b
Réunion,"Fertility rate, totall(live births per woman)",2010,2.4
Réunion,"Fertility rate, totall(live births per woman)",2015,2.4
Réunion,"Fertility rate, totall(live births per woman)",2021,2.3d
Réunion,"Population age distribution(0-14/60+ years old, %)",2010,25.4 /       12.2
Réunion,"Population age distribution(0-14/60+ years old, %)",2015,24.3 /       15.3
Réunion,"Population age distribution(0-14/60+ years old, %)",2021,22.0 /       18.9a
Réunion,Intentional homicide rate(per 100 000 pop.),2010,1.8m
Réunion,Intentional homicide rate(per 100 000 pop.),2015,...
Réunion,Intentional homicide rate(per 100 000 pop.),2021,...
Saint Helena,"Population growth ratea,l(average annual %)",2010,-0.7
Saint Helena,"Population growth ratea,l(average annual %)",2015,2.5
Saint Helena,"Population growth ratea,l(average annual %)",2021,0.7k
Saint Helena,"Urban population growth rated,l(average annual %)",2010,-0.7
Saint Helena,"Urban population growth rated,l(average annual %)",2015,-0.7
Saint Helena,"Urban population growth rated,l(average annual %)",2021,...
Saint Helena,"International migrant stocka,m(000/% of total pop.)",2010,0.2 /        4.8
